use#v#1161188,उपयोग करना, इस्तेमाल करना
make#v#2566500,किया
screen#n#4159912,ओट,परदा,आड,२. झरना,झांप,छलनी,चलनी
render#v#1632192,देना,लौटाना,जुटाना,हवाला करना,वापस करना,बदल देना,२. अनुवाद करना,उलथा करना
dress#v#46251,कपडा पहनाना,सजाना,सवारना,२. घाव पर पट्टी बांधना
council#n#8327879,विचारसभा,पञ्चायत,परामर्श सभा,परिषद,सभा
game_fish#n#2515461,
disperse#v#2034269,छितराना,फैलावना,छिटकाना,हटाना,( सभा) विसर्जन करना
gill#n#13642941,गलफडा,२. आध पाव की लगभग की एक अंग्रेजी नाप,३. लोला,तालू
North_Sea#n#9396947,उत्तरी सागर
silicate#n#15064600,सिलिकेट खनिज
Georgia#n#9098347,
danger#n#14564367,भय,विपत्ति,संकट,कंटक,आपत्ति
mechanism#n#13533709,कल की बनावट,यंत्र रचना
cost#n#13296870,मूल्य,लागत,२. दाम,व्यय,खर्चा,३. टोटा,घाटा
habit#n#5676878,आदत,ढंग,व्यवहार,२. रुधि,प्रवृति,चाट,चसका,३. पोशाक,वस्त्र,२. दशा,गति,स्वभाव,प्रकृति
determination#n#152317,निश्चय,संकल्प,विचार,अभिप्राय,प्रतिज्ञा,निर्धारण,निरूपण,अन्त,समाप्ति
wrap#v#1285811,तह करना,लपेटना,मिलाना,मोडना,सम्मिलित करना
elevation#n#7385271,उत्कर्ष,उन्नति,ऊंचाई,उत्कृष्टपद,ऊंचा स्थान
classification_system#n#5735165,
beam#n#2819085,कडी,धरणी,बडेरी,२. तुला दण्ड,३. किरण समूह
fractional_monetary_unit#n#13684808,
heel#n#3516570,एडी,एड
shooting#n#123481,
oxide#n#14996078,क्साइड
cerebral_cortex#n#5494162,
heat#v#371917,गर्म करना,उसकाना,भडकाना,उत्तेजित करना,२. गर्म होना,क्रुद्ध होना
invent#v#1635953,आविष्कार करना,नी बात निकालना,ईजाद करना,गढना,रचना
baseball_club#n#8096490,
bell#n#2827590,घंटा,घंटी
Colorado#n#9089754,कॉलराडो
delegate#v#2396945,
entity#n#1740,haswI
creation#n#910190,सृजन,रचना,उत्पत्ति,सृष्टि,जगत सृष्टि,२. चर अचर,जगत,सृष्टि,विश्व,३. भावना,कल्पना,मानसिक सृष्टि
climber#n#13123168,चढने वाला,ऊपर जाने वाला
clear#a#429900,उज्ज्वल,साफ,निर्मल,उजागर,२. निर्दोष,निर्मल,निर्दोष,३. प्रकट,प्रत्यक्ष,व्यक्त,४. तीव्रबुद्धि,५. मुक्त,छुटकारा पाया हुआ
drop#v#1981715,गिराना
defend#v#1130221,बचाना,रक्षा करना,सामना करना,२. जवाबदेही करना,सफाई देना,प्रत्युत्तर देना
down#r#95870,
advance#v#1996535,उपस्थित करना,सामने रखना,ऊंचा करना,मंहगा करना,मोल बढाना,२. उधार देना,पेशगी देना,अगौडी देना,३. उन्नति करना,वृद्धि करना,बढाना
Austria#n#8864547,ऑस्ट्रिया
grade#n#14451564,पद,दर्जा,२. श्रेणी
denote#v#933429,बतलाना,जताना,संकेत करना,अर्थ बताना
Eurasia#n#9297922,यूरेशिया
juncture#n#7431314,योग,मेल,जोड,मिलने का स्थान,ठीक समय,सूक्ष्म समय
beat#v#1104324,मारना,कूटना,छांटना,फेंटना,२. हराना,पराजित करना
chemical_bond#n#11456397,रासायनिक बन्धन
aid#n#1210099,मदद,सहारा,सहायता,रक्षा,पालन,२. मददगार,सहायक
tuft#n#7977383,चूडा,गुच्छा,समूह,झुण्ड
modern#a#1539804,नया,हाल का,आधुनिक
discharge#n#1255864,भार उतारना,पदच्युति,छुटकारा,ऋणशोधन,मोचन,मुक्ति,२. निर्वाह,पालन,संपादन ३. धडाका,फट जाना,कडाका ३. निकली हुई वस्तु( पीव इत्यादि) विसर्जन,विसर्जक
take_over#v#2417305,
property#n#5857567,गुणस्वभाव,२. अधिकार,जायदाद,सामग्री,संपत्ति
antigen#n#15061906,
playing_card#n#3970276,ताश
height#n#5144430,ऊंचाई,उच्चता,२. चोटी,पराकाष्ठा,शिखर,३. पदवी,सीमा
commercial#a#485135,व्यापारिक,वाणिज्य संबन्धी
trade#n#1093829,वाणिज्य व्यापार,तिजारत,पेशा,लेनदेन,२. रिवाज,चलन
unwrap#v#935783,
